input/coarse.txt, 1, 216619.45150000002, 23970.669209192314
input/coarse.txt, 2, 157275.14625000002, 6684.976272383007
input/coarse.txt, 4, 89505.59995000002, 8561.941147247748
input/coarse.txt, 8, 92364.0201, 4057.4117563309
input/coarse.txt, 16, 93318.6722, 6010.914769373206
input/coarse.txt, 32, 90107.0289, 5547.765287365687
input/coarse.txt, 64, 89595.87324999999, 5908.546240402414
input/coarse.txt, 100, 92359.8634, 10364.759127436264
input/fine.txt, 1, 238241.38734999998, 11187.485397621489
input/fine.txt, 2, 151695.0062, 23950.523255875163
input/fine.txt, 4, 116074.04720000003, 12344.138206954281
input/fine.txt, 8, 115559.0142, 4042.871367808165
input/fine.txt, 16, 111003.43449999997, 3470.6474009950425
input/fine.txt, 32, 115492.53085000001, 9437.502530206004
input/fine.txt, 64, 111275.78825000001, 11672.732508925941
input/fine.txt, 128, 112458.35659999998, 16522.62834795347
input/fine.txt, 256, 112614.22584999997, 12804.318823800622
input/fine.txt, 512, 115166.23885, 14717.432801694997
input/fine.txt, 1024, 109147.9135, 13233.722981024339
input/fine.txt, 2048, 115507.20865000002, 18246.456032356065
input/fine.txt, 4096, 111118.46280000002, 3690.3253199880173
input/fine.txt, 8192, 120064.76299999999, 14240.426711387727
input/fine.txt, 16384, 140456.6058, 18171.939423084328
input/fine.txt, 32768, 219255.65340000004, 21043.782975616636
input/fine.txt, 65536, 296180.57695, 5730.721097280462
input/fine.txt, 100000, 389473.77314999996, 4425.532527454499
