input/coarse.txt, 1, 26599.710250000004, 1413.0879936278168
input/coarse.txt, 2, 18942.1576, 659.2234704745733
input/coarse.txt-unbuffered, 2, 12579.35335, 361.47971174925914
input/coarse.txt, 4, 13469.439099999998, 1439.6956687645795
input/coarse.txt, 8, 12193.832850000003, 430.29714754786323
input/coarse.txt, 16, 11469.619499999997, 368.6935850922147
input/fine.txt, 1, 1006044.2124000002, 43118.91335048564
input/fine.txt, 2, 3180489.7230999996, 37125.17782087079
input/fine.txt-unbuffered, 2, 1861522.6535999998, 92306.60778626759
input/fine.txt, 4, 3001770.6908000004, 50033.85469590144
input/fine.txt, 8, 2919383.2986, 67297.97274030215
input/fine.txt, 16, 2894480.8548500002, 44483.10110402102
input/coarse.txt-rolled, 1, 1158657.6235000002, 76687.5384190171
input/fine.txt-rolled, 1, 3704801.1630499996, 242263.5483251272
